Bill of Lading Number,Arrival Date,Matching Fields,Consignee,Consignee D-U-N-S®,Consignee Global HQ D-U-N-S®,Consignee Domestic HQ D-U-N-S®,Shipper,Shipper D-U-N-S®,Shipper Global HQ D-U-N-S®,Shipper Domestic HQ D-U-N-S®,Carrier,Notify Party,Port of Unlading,Port of Lading,Vessel,Vessel Voyage ID,Vessel IMO,Quantity,Measurement,Weight (kg),Weight (t),Weight (Original Format),Value of Goods (USD),Manifest Number,Industry - GICS,Industry - GICS Description,HS Code,Goods Shipped,_source_file,_source_dir,Group,Category,Cargo,Cargo Detail,Shipper Unified,Consignee Unified,Notify Unified,Report 1,Report 2,Report 3,Report 4,Report 5,Report 6,Filter,Count,H_Shipper_Unified,H_Shipper_Ultimate_Parent,H_Shipper_SIC_Codes,H_Shipper_Match_Method,H_Shipper_Match_Confidence,H_Shipper_Dict_Key,H_Consignee_Unified,H_Consignee_Ultimate_Parent,H_Consignee_Primary_Region,H_Consignee_Match_Method,H_Consignee_Match_Confidence,H_Consignee_Dict_Key,H_Carrier_Unified,H_Carrier_Type,H_Carrier_Match_Method,H_Carrier_Match_Confidence,H_HS2,H_HS4,H_HS6,H_HS_Parsed,H_HS_Match_Method,H_HS_Match_Confidence,H_Cargo_Group,H_Cargo_Category,H_Cargo_Type,H_Cargo_Detail,H_Cargo_Match_Method_wsd,H_Cargo_Match_Confidence,H_Port_Unlading_Unified,H_Port_Unlading_Region,H_Agency_Market,H_Port_Lading_Unified,H_Port_Lading_Country,H_Country_Code,H_Country_ISO,H_Subregion,H_World_Region,H_Trade_Region,H_Trade_Lane,H_Is_Bulk,H_Weight_Tier,H_Shipper_Dict_Version,H_Shipper_Match_Timestamp,H_Consignee_Dict_Version,H_Consignee_Match_Timestamp,Year,H_Cargo_Match_Method,H_Port_Lading_Region
VULI23362A,12/15/2023,,Vulcan Construction Materials,805344798.0,,,Agregados Del Caribe S A De C V,,,,VULI - Vulica Shipping Company Limited,"VULCAN CONSTRUCTION MATERIALS
1200 URBAN CENTER DRIVE, BIRMINGHAM AL 35242 US","Alabama State Port Authority, Mobile, Alabama","Puerto Cortes, Honduras",H.A. SKLENAR,23362,8007793.0,1 BLK, CF,59700000.0,59700.0,59700000 KG,70685000.0,1.0,15102010,Construction Materials,Classified: 6802.91,"LIMESTONE IN BULK, 825, 65, 808 ST",Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",hs_based,0.9,Mobile,Gulf,Mobile,Puerto Cortes,Honduras,2150.0, HN,Central America,Americas,Agriculture,AMER → Mobile,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
CINT3835MORHER01,12/14/2023,,Argos Usa,969583546.0,,,Nuh Cimento Sanayi A.S.,,,,CINT - Cargill International S A,"ARGOS USA LLC
3015 WINDWARD PLAZA DR, ALPHARETTA, GA. 30005","Houston, Houston, Texas","All Other Turkey Black Sea and Sea of Marmara Port, Turkey",BULK FREEDOM,1,,1 BLK, ,20800000.0,20800.0,20800 ET,289890000.0,1.0,15102010,Construction Materials,Classified: 3824.50,"20, 800 MT GREY CEMENT IN BULK",Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,NUH ÇIMENTO SANAYI A.S,Nuh çimento Sanayi A.S.,,exact,1.0,UPSPCIQ_9673374,ARGOS USA,,South Central Region,exact,1.0,NAME_ARGOSUSA,,,,,38.0,3824.0,382450.0,382450.0,direct,1.0,General Cargo,,General Cargo,"Prepared binders for foundry molds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included:",hs_based,0.9,Houston Ship Channel,Gulf,Houston Ship Channel,All Other Turkey Black Sea and Sea of Marmara Port,Turkey,4890.0, TR,Eastern Europe,Europe,Steel Origins,EUR → Houston Ship Channel,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
CSSLVICT23019,12/14/2023,,,,,,,,,,CSSL - The Csl Group Inc,,"Tampa, Florida","Halifax, Ns, Canada",ALGOMA VICTORY,23019,,1 BLK, ,40000000.0,40000.0,40000000 KG,49280000.0,1.0,20102010,Building Products,Classified: 6809.19,GYPSUM ROCK,Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,68.0,6809.0,680919.0,680919.0,direct,1.0,Construction Materials,,Gypsum,Articles of plaster or of compositions based on plaster:,hs_based,0.9,Tampa Bay,Gulf,Tampa Bay,Halifax,Canada,1220.0, CA,Canada,Americas,Pulp Origins,AMER → Tampa Bay,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
DOSOSTORME12131,12/13/2023,,Shell Offshore Inc.,831578583.0,,,Shell Offshore Inc.,131489817.0,,131489817.0,DOSO - Dsv Marine Services,"SHELL OFFSHORE INC.
PO BOX 4525, HOUSTON, TX 772104525 US","Port of Morgan City, Morgan City, Louisiana","High Seas,Gulf Of Mexico",STORM,E1213,,3533 PCS, CM,194273.0,194.27,194273 KG,485000.0,1.0,15103010,Metal & Glass Containers,Classified: 8609.00,EMPTY CONTAINER EMPTY CONTAINER BASKET W TOTES OF OIL CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W MUD CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W CEMENT CHEMICALS CONTAINER W MUD CHEMICALS EMPTY CONTAINER EMPTY CONTAINER EMPTY CONTAINER EMPTY CONTAINER EMPTY CONTAINER EMPTY CONTAINER EMPTY CONTAINER EMPTY CONTAINER BASE OIL CLASS H CEMENT BARITE EMPTY CONTAINER,Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,86.0,8609.0,860900.0,860900.0,direct,1.0,General Cargo,,Machinery,Railway or tramway track fixtures and fittings,hs_based,0.9,Lower Miss River,,Lower Miss River,,,,,,,,,False,Small,20251206,20251207_121759,20251206,20251207_121759,2023,,
ULTH232904000101,12/12/2023,,Cimsa Americas Cement,,,,Goltas Goller Bolgesi Cimento,,,,ULTH - Ultrabulk,"BYSCO INTERNATIONAL, LLC
133 N. FRIENDSWOOD DR. #107, FRIENDSWOODTX 77546, US","Port of New Orleans, New Orleans, Louisiana","All Other Turkey Mediterranean Region Ports, Turkey",BERGE BEN NEVIS,1,9782974.0,20908 PCS, CM,31424724.0,31424.72,31424724 K,3425000.0,6767.0,15102010,Construction Materials,Classified: 2523.21,GRAY PORTLAND CEMENT,Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,GOLTAS GOLLER BOLGESI CIMENTO,,,exact,1.0,NAME_GOLTASGOLLERBOLGESICIMENTO,CIMSA AMERICAS CEMENT MANUFACTURING AND SALES,Cimsa Americas Cement Manufacturing And Sales Corp.,South Central Region,exact,1.0,UPSPCIQ_1675279944,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",hs_based,0.9,Lower Miss River,Gulf,Lower Miss River,All Other Turkey Mediterranean Region Ports,Turkey,4890.0, TR,Eastern Europe,Europe,Steel Origins,EUR → Lower Miss River,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
SKSMPTHUD2200500,12/11/2023,,Dongkuk International Inc.,37794716.0,,37794716.0,"Dongkuk Steel Mill Co., Ltd.",687737973.0,,687737973.0,SKSM - Sk Shipping Co Ltd,"DONGKUK INTERNATIONAL, INC.
19750 MAGELLAN DRIVE, TORRANCECA 90502, US","Houston, Houston, Texas","All Other South Korea Ports, South Korea",EVA PARIS,2322E,9863871.0,72 BDL, CM,65364.0,65.36,65364 K,48700.0,6652.0,15104050,Steel,Classified: 7214.20,DEFORMED STEEL BARS FOR CONCRETE REINFORCEMENT,Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,DONGKUK HOLDINGS,"Dongkuk Holdings Co.,Ltd.","3312, 3444",exact,1.0,UPSPCIQ_879740,DONGKUK HOLDINGS,"Dongkuk Holdings Co.,Ltd.",Pacific Region,exact,1.0,UPSPCIQ_879740,,,,,72.0,7214.0,721420.0,721420.0,direct,1.0,Steel & Metals,,Long Products,"Other bars and rods of iron or nonalloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling:",hs_based,0.9,Houston Ship Channel,Gulf,Houston Ship Channel,All Other South Korea Ports,South Korea,,,East Asia,Asia-Pacific,Steel Origins,APAC → Houston Ship Channel,False,Small,20251206,20251207_121759,20251206,20251207_121759,2023,,
VULI23361A,12/10/2023,,Vulcan Construction Materials,805344798.0,,,Agregados Del Caribe S A De C V,,,,VULI - Vulica Shipping Company Limited,"VULCAN CONSTRUCTION MATERIALS
1200 URBAN CENTER DRIVE, BIRMINGHAM AL 35242 US","Tampa, Florida","Puerto Cortes, Honduras",IRELAND,23361,9770543.0,2 BLK, CF,59203000.0,59203.0,59203000 KG,70096000.0,1.0,15102010,Construction Materials,Classified: 6802.91,"LIMESTONE IN BULK, 570, 39, 784 STLIMESTONE IN BULK, 890, 25, 476 ST",Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",hs_based,0.9,Tampa Bay,Gulf,Tampa Bay,Puerto Cortes,Honduras,2150.0, HN,Central America,Americas,Agriculture,AMER → Tampa Bay,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
PXBCVICCAYEV0101,12/8/2023,,,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,,"Corpus Christi, Corpus Christi, Texas","All Other Viet Nam Ports, Vietnam",AYE EVOLUTION,1,9700354.0,1 BLK, ,50234000.0,50234.0,50234 ET,59477000.0,1.0,15102010,Construction Materials,Classified: 6802.91,CEMENT TYPE I/II,Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",hs_based,0.9,South Texas,Gulf,South Texas,All Other Viet Nam Ports,Vietnam,5520.0, VN,Southeast Asia,Asia-Pacific,Manufacturing,APAC → South Texas,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
GSSWISF7742A,12/8/2023,,Deugro Ocean Transport,794061994.0,,,Deugro (Belgium),,,,GSSW - G2 Ocean Us Inc,"DEUGRO OCEAN TRANSPORT
DEUGRO OCEAN TRANSPORT 480 WILDWOOD, FOREST DRIVE SUITE 350 THE WOODLAN, DS  TX 77380 ATTN  MORGAN.LYONS@DEU, GRO.COM","Houston, Houston, Texas","Antwerp, Belgium",STAR ISFJORD,2307,9182978.0,3 CRT, ,33572.0,33.57,33572 K,65700.0,1.0,15104050,Steel,Classified: 7308.90,PROJECT CARGO Description: 3 1 X COLDBOX (1CB-50000) - 30902 KGS - 183. 783 1 X CRATE WITH ACCESSORIES - 2000 KGS - 29. 15 1 X CRATE WITH ACCESSORIES - 670 KGS - 2. 368 Marks: DELIVERY ADDRESS LIMESTONE SITE 2106 FM 209 CLIENT JOULE PROCESSING LLC_ 3809 BUFFALO SPEEDWAY SUITE 525 HOUSTON TX 77098 USA,Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,73.0,7308.0,730890.0,730890.0,direct,1.0,Steel & Metals,,Finished Steel,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge sections, lock gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns) of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel:",hs_based,0.9,Houston Ship Channel,Gulf,Houston Ship Channel,Antwerp,Belgium,4231.0, BE,Western Europe,Europe,Manufacturing,EUR → Houston Ship Channel,False,Small,20251206,20251207_121759,20251206,20251207_121759,2023,,
VULI23360A,12/7/2023,,Vulcan Construction Materials,805344798.0,,,Agregados Del Caribe S A De C V,,,,VULI - Vulica Shipping Company Limited,"VULCAN CONSTRUCTION MATERIALS
1200 URBAN CENTER DRIVE, BIRMINGHAM AL 35242 US","Port of Beaumont, Beaumont, Texas","Puerto Cortes, Honduras",DONALD M JAMES,23360,9770555.0,1 BLK, CF,53604000.0,53604.0,53604000 KG,63467000.0,1.0,15102010,Construction Materials,Classified: 6802.91,"LIMESTONE IN BULK, 499, 59, 088 ST",Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",hs_based,0.9,Sabine-Neches,Gulf,Sabine-Neches,Puerto Cortes,Honduras,2150.0, HN,Central America,Americas,Agriculture,AMER → Sabine-Neches,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
SMTHBAPOHOL9301,12/3/2023,,Carver Sand & Gravel Se Llc,,,,Carver Materials Canada Ltd.,,,,SMTH - Smt Shipping (Cyprus) Ltd,"CARVER SAND & GRAVEL SE, LLC
1400 PIERSIDE STREET, BUILDING 190, SUITE D, CHARLESTON SC US","Port Manatee, Florida","Saint Andrews, Nb, Canada",HOLLAND PEARL,93,,1 BLK, ,43314528.0,43314.53,43314530 KG,487332000.0,123254.0,20106020,Industrial Machinery,Classified: 8428.90,AGGREGATES IN BULK,Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,CARVER MATERIALS CANADA,,,exact,1.0,NAME_CARVERMATERIALSCANADA,CARTER SAND & GRAVEL,"Carter Sand & Gravel, Llc",Southeast Region,exact,1.0,UPSPCIQ_419697152,,,,,84.0,8428.0,842890.0,842890.0,direct,1.0,General Cargo,,Machinery,"Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics):",hs_based,0.9,Tampa Bay,Gulf,Tampa Bay,Saint Andrews,Canada,1220.0, CA,Canada,Americas,Pulp Origins,AMER → Tampa Bay,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
CSSLBAHA23037,12/3/2023,,Martin Marietta Aggregates,809750912.0,,809750912.0,Bahama Rock Ltd.,,,,CSSL - The Csl Group Inc,,"Tampa, Florida","Freeport, Grand Bahama I, Bahamas",BAHAMA SPIRIT,23037,,1 BLK, ,43300000.0,43300.0,43300000 KG,51267000.0,1.0,15102010,Construction Materials,Classified: 6802.91,LIMESTONE,Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,BAHAMA ROCK,,,exact,1.0,NAME_BAHAMAROCK,MARTIN MARIETTA AGGREGATES,,Southeast Region,exact,1.0,NAME_MARTINMARIETTAAGGREGATES,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",hs_based,0.9,Tampa Bay,Gulf,Tampa Bay,Freeport,Bahamas,2360.0, BS,Caribbean,Americas,Trans-shipment,AMER → Tampa Bay,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
ULTH23263702001,12/2/2023,,Tronox Llc Hamilton Pigment Plant,,,,Tronox Mineral Sands ( (Pty) ) Ltd.,,,,ULTH - Ultrabulk,"PAGE & JONES
52 NORTH JACKSON STREET, ATTN: MICHAEL LEE JR, MOBILEAL 36602, TE251-432-1646","Alabama State Port Authority, Mobile, Alabama","All Other Republic Of South Africa Ports, South Africa",ANNIKA N,23263,9514054.0,1 BLK, CM,31000080.0,31000.08,31000080 K,16926000.0,6742.0,15104020,Diversified Metals & Mining,Classified: 2614.00,31000. 080 MT CHLORIDE SLAG,Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,TRONOX MINERAL SANDS ( (PTY) ),,3291,exact,1.0,NAME_TRONOXMINERALSANDSPTY,,,,unmatched,0.0,,,,,,26.0,2614.0,261400.0,261400.0,direct,1.0,Ferrous Raw Materials,,tio2,Titanium ores and concentrates,hs_based,0.9,Mobile,Gulf,Mobile,All Other Republic Of South Africa Ports,South Africa,7910.0, ZA,Sub-Saharan Africa,Middle East Africa,Bulk Minerals,MEA → Mobile,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
VULI23359A,12/1/2023,,Vulcan Construction Materials,805344798.0,,,Agregados Del Caribe S A De C V,,,,VULI - Vulica Shipping Company Limited,"VULCAN CONSTRUCTION MATERIALS
1200 URBAN CENTER DRIVE, BIRMINGHAM AL 35242 US","Port of New Orleans, New Orleans, Louisiana","Puerto Cortes, Honduras",H.A. SKLENAR,23359,8007793.0,1 BLK, CF,51619000.0,51619.0,51619000 KG,61117000.0,1.0,15102010,Construction Materials,Classified: 6802.91,"LIMESTONE IN BULK, 499, 56, 900 ST",Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",hs_based,0.9,Lower Miss River,Gulf,Lower Miss River,Puerto Cortes,Honduras,2150.0, HN,Central America,Americas,Agriculture,AMER → Lower Miss River,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
GSSWTML8536A,12/1/2023,,Palabora America Ltd.,57274391.0,,57274391.0,,,,,GSSW - G2 Ocean Us Inc,,"Port of New Orleans, New Orleans, Louisiana","Maputo, Mozambique",TREMOLA,2302,9460813.0,1 PKG, ,6378440.0,6378.44,6378440 K,1493000.0,1.0,15101030,Fertilizers & Agricultural Chemicals,Parsed: 2530.10.00,"VERMICULITE Description: 1 BULK VERMICULITE? SUPERFINE IN LOOSE BULK (4 VERMICULITE? MICRON IN LOOSE BULK (1, 999. 46) EORI: GB100134396000 UTR NUMBER: GB100 1343 96 COMMODITY/TARIFF CODE: 25301000 VERMICULITE IN BULK SHIPPED ON BOARD FREIGHT PAYABLE AS PER CHARTER PARTY Marks: NO MARKS",Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,25.0,2530.0,253010.0,25301000.0,direct,1.0,Minerals,,Perlite,Mineral substances not elsewhere specified or included:,hs_based,0.9,Lower Miss River,Gulf,Lower Miss River,Maputo,Mozambique,7870.0, MZ,Sub-Saharan Africa,Middle East Africa,Bulk Minerals,MEA → Lower Miss River,False,Medium,20251206,20251207_121759,20251206,20251207_121759,2023,,
SFFVSDPUNO310001,12/1/2023,,Calucem Inc.,55031020.0,,,Calucem D.O.O.,,,,SFFV - Spliethoff Transport B V,"Geo. Wm. Rueff. Inc.
416 Common Street, New Orleans LA US 70130","Port of New Orleans, New Orleans, Louisiana","Pola, Croatia",STADIONGRACHT,2310,9202508.0,3363 BAG, ,5056000.0,5056.0,5056 E,17211000.0,1.0,15103020,Paper Packaging,Classified: 3923.29,Big Bags Cement BIG BAGS CA CEMENT,Panjiva-US_Imports-all-results_1_to_2638_of_2638-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,"CEMENTOS MOLINS,","Cementos Molins, S.A.",,exact,1.0,UPSPCIQ_879158,"CEMENTOS MOLINS,","Cementos Molins, S.A.",South Central Region,exact,1.0,UPSPCIQ_879158,,,,,39.0,3923.0,392329.0,392329.0,direct,1.0,Agricultural Products,,Rubber,"Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics:",hs_based,0.9,Lower Miss River,Gulf,Lower Miss River,Pola,Croatia,4791.0, HR,Eastern Europe,Europe,Manufacturing,EUR → Lower Miss River,False,Medium,20251206,20251207_121759,20251206,20251207_121759,2023,,
VULI23357A,11/27/2023,,Vulcan Construction Materials,805344798.0,,,Agregados Del Caribe S A De C V,,,,VULI - Vulica Shipping Company Limited,"VULCAN CONSTRUCTION MATERIALS
1200 URBAN CENTER DRIVE, BIRMINGHAM AL 35242 US","Port Arthur, Texas","Puerto Cortes, Honduras",DONALD M JAMES,23357,9770555.0,2 BLK, CF,49495000.0,49495.0,49495000 KG,58602000.0,1.0,15102010,Construction Materials,Classified: 6802.91,"LIMESTONE IN BULK, 499, 39, 549 STLIMESTONE IN BULK, 570, 15, 009 ST",Panjiva-US_Imports-all-results_1_to_1659_of_1659-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",hs_based,0.9,Sabine-Neches,Gulf,Sabine-Neches,Puerto Cortes,Honduras,2150.0, HN,Central America,Americas,Agriculture,AMER → Sabine-Neches,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
CSSLBAHA23036,11/26/2023,,Martin Marietta Aggregates,809750912.0,,809750912.0,Bahama Rock Ltd.,,,,CSSL - The Csl Group Inc,,"Port Panama City, Panama City, Florida","Freeport, Grand Bahama I, Bahamas",BAHAMA SPIRIT,23036,,1 BLK, ,37600000.0,37600.0,37600000 KG,44518000.0,1.0,15102010,Construction Materials,Classified: 6802.91,LIMESTONE,Panjiva-US_Imports-all-results_1_to_1659_of_1659-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,BAHAMA ROCK,,,exact,1.0,NAME_BAHAMAROCK,MARTIN MARIETTA AGGREGATES,,Southeast Region,exact,1.0,NAME_MARTINMARIETTAAGGREGATES,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",hs_based,0.9,FL Panhandle,,FL Panhandle,Freeport,Bahamas,2360.0, BS,Caribbean,Americas,Trans-shipment,AMER → FL Panhandle,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
DMNASKTZ22092301,11/26/2023,,Sesco Cement Corp.,,,,Saudi Cement Co.,,,,DMNA - Dampskibsselskabet Norden Aktieselskab,"INTEGRITY CUSTOMS BROKERAGE
2900 NORTH LOOP WEST FWY, SUITE 800, HOUSTON TX77092 US","Houston, Houston, Texas","Ad Dammam, Saudi Arabia",SKATZOURA,8,,1 BLK, ,42000000.0,42000.0,42000 ET,4704000.0,102944.0,15102010,Construction Materials,Classified: 2523.21,PORTLAND CEMENT IN BULK (42000 METRIC TONS),Panjiva-US_Imports-all-results_1_to_1659_of_1659-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,SAUDI CEMENT,Saudi Cement Company,,exact,1.0,UPSPCIQ_6084420,SESCO CEMENT,Sesco Cement Corp.,Southwest Region,exact,1.0,UPSPCIQ_555199289,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",hs_based,0.9,Houston Ship Channel,Gulf,Houston Ship Channel,Ad Dammam,Saudi Arabia,5170.0, SA,Middle East,Middle East Africa,Energy,MEA → Houston Ship Channel,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
DMNAPACIFRIE0301,11/24/2023,,Houston Cement Co.,791309052.0,,791309052.0,Medcem Global Pazarlama A.S.,519966047.0,,519966047.0,DMNA - Dampskibsselskabet Norden Aktieselskab,"HOUSTON CEMENT COMPANY, L.P.
363 NORTH SAM HOUSTON PARKWAY E, SUITE 750, HOUSTON TX77060 US","Houston, Houston, Texas","All Other Turkey Mediterranean Region Ports, Turkey",PACIFIC FRIEDA,3,,1 BLK, ,48088000.0,48088.0,48088 ET,5242000.0,117115.0,15102010,Construction Materials,Classified: 2523.21,"ORDINARY PORTLAND CEMENT IN BULK TYPE I/II LOW ALKALI CONFORMING TO ASTM C-150 (48, 088. 00 METRIC TONS)",Panjiva-US_Imports-all-results_1_to_1659_of_1659-2025-12-03-11-09.csv,us_gulf,,,,,,,,,,,,,,,,MEDCEM GLOBAL PAZARLAMA A.S,,5039,exact,1.0,NAME_MEDCEMGLOBALPAZARLAMAAS,"HOUSTON CEMENT , L.P","Houston Cement Company, L.P.",Southwest Region,exact,1.0,UPSPCIQ_28943272,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",hs_based,0.9,Houston Ship Channel,Gulf,Houston Ship Channel,All Other Turkey Mediterranean Region Ports,Turkey,4890.0, TR,Eastern Europe,Europe,Steel Origins,EUR → Houston Ship Channel,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
