name,facility_type,lat,lng,region,waterway,city,state,source,dock_type,commodities
Owensboro River Rail Terminal,GENERAL_CARGO,37.77656,-87.106132,Inland_Ports,Ohio River,Owensboro,KY,BTS_DOCK,Dock,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Slag | Corn | Oilseeds (Soybean, Flaxseed and Others)"
"Fred Weber, Crystal City Sand Plant Dock",GENERAL_CARGO,38.238481,-90.367904,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",Crystal City,MO,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"Transmontaigne Terminalling, Inc.",GENERAL_CARGO,37.966386,-87.603851,Inland_Ports,Ohio River,Evansville,KY,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents"
"Transmontaigne, Missouri Terminal Wharf",GENERAL_CARGO,37.282297,-89.525261,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",Cape Girardeau,MO,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"Transmontaigne Terminalliing, Inc.",GENERAL_CARGO,38.223333,-85.845833,Inland_Ports,Ohio River,Louisville,KY,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products | Vegetable Products"
"Transmontaigne Terminalling, Inc.",GENERAL_CARGO,38.269032,-85.834066,Inland_Ports,Ohio River,New Albany,IN,BTS_DOCK,Dock,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Chemicals and Related Products | Other Chemicals and Related Products | Vegetable Products"
Continental Cement Co Hannibal Plant Cement Dock,CEMENT,39.681667,-91.309722,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Hannibal,MO,BTS_DOCK,Dock,"Building Cement & Concrete; Lime; Glass | All Manufactured Equipment, Machinery and Products"
"Unocal Corp., Chicago Carbon Plant Wharf",GENERAL_CARGO,41.654834,-88.055042,Inland_Ports,"Chicago Sanitary and Ship Canal, IL",Lemont,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Forest Products, Lumber, Logs, Woodchips | Oilseeds (Soybean, Flaxseed and Others)"
Peoria Barge Terminal Wharf,GENERAL_CARGO,40.665278,-89.615556,Inland_Ports,"Illinois River, IL",Peoria,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woo"
"Adm/growmark River System, Peoria Terminal Wharf",GRAIN_ELEVATOR,40.676389,-89.603056,Inland_Ports,"Illinois River, IL",Peoria,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Iron Ore and Iron & Steel Waste & Scrap | Sulphur (Dry), Clay & Salt | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Foo"
Transmontaigne Terminaling Inc,GENERAL_CARGO,37.07417,-88.58694,Inland_Ports,"Tennessee River, TN, AL and KY",Paducah,KY,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products | Primary Non-Ferrous Metal Products"
"Louis Dreyfus Corp., Chillicothe Grain Elev",GRAIN_ELEVATOR,40.91444,-89.48278,Inland_Ports,"Illinois River, IL",Chillicothe,IL,BTS_DOCK,Dock,Corn
"Cargill Aghorizons, Lacon Grain Elevator Dock",GRAIN_ELEVATOR,41.0275,-89.414167,Inland_Ports,"Illinois River, IL",Lacon,IL,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Adm/growmark River System, Lacon Grain Elevator Wharf",GRAIN_ELEVATOR,41.031111,-89.413889,Inland_Ports,"Illinois River, IL",Lacon,IL,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | All Manufactured Equipment, Machinery and Products"
"Koch Nitrogen Co., Henry Terminal Dock",FERTILIZER,41.125,-89.335278,Inland_Ports,"Illinois River, IL",Henry,IL,BTS_DOCK,Dock,Fertilizers | Other Chemicals and Related Products
"Adm/growmark River System, Henry Grain Elevator Dock",GRAIN_ELEVATOR,41.107222,-89.356111,Inland_Ports,"Illinois River, IL",Henry,IL,BTS_DOCK,Dock,"Fertilizers | Food and Farm Products | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Cargill Aghorizons, Hennepin Grain Elevator Dock",GRAIN_ELEVATOR,41.255833,-89.346667,Inland_Ports,"Illinois River, IL",Hennepin,IL,BTS_DOCK,Dock,"Fertilizers | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Adm/growmark River System, Hennepin Grain Elevator Dock",GRAIN_ELEVATOR,41.257908,-89.345644,Inland_Ports,"Illinois River, IL",Hennepin,IL,BTS_DOCK,Dock,"Fertilizers | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Cargill Aghorizons, Spring Valley Grain Elevator Dock",GRAIN_ELEVATOR,41.311111,-89.200556,Inland_Ports,"Illinois River, IL",Spring Valley,IL,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Adm/growmark River System, Spring Valley Grain Elevator Dock",GRAIN_ELEVATOR,41.3125,-89.198056,Inland_Ports,"Illinois River, IL",Spring Valley,IL,BTS_DOCK,Dock,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Sulphur (Dry), Clay & Salt | Building Cement & Concrete; Lime; Glass | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others)"
"St Services, Peru Terminal Dock",GENERAL_CARGO,41.317778,-89.146389,Inland_Ports,"Illinois River, IL",Peru,IL,BTS_DOCK,Dock,"Forest Products, Lumber, Logs, Woodchips | Sulphur (Dry), Clay & Salt"
"Huntsman Chemical Corp., Peru Plant Dock",CHEMICAL,41.323333,-89.114722,Inland_Ports,"Illinois River, IL",Peru,IL,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Consolidated Grain and Barge Co., Peru Terminal Dock",GRAIN_ELEVATOR,41.323056,-89.113889,Inland_Ports,"Illinois River, IL",Peru,IL,BTS_DOCK,Dock,"Fertilizers | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Adm/growmark River System, Lasalle Docks",GRAIN_ELEVATOR,41.32306,-89.11194,Inland_Ports,"Illinois River, IL",Peru,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | Sulphur (Dry), Clay & Salt | Building Cement & Concrete; Lime; Glass | Primary I"
"Consolidated Grain & Barge Co., Utica Terminal Dock",GRAIN_ELEVATOR,41.32528,-89.02306,Inland_Ports,"Illinois River, IL",Utica,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Materia"
"Cargill Inc., North Ottawa Grain Elevator Dock",GRAIN_ELEVATOR,41.328333,-88.902778,Inland_Ports,"Illinois River, IL",Ottawa,IL,BTS_DOCK,Dock,"Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others)"
"Ottawa Barge Terminal, Dock",GENERAL_CARGO,41.326769,-88.893584,Inland_Ports,"Illinois River, IL",Ottawa,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Pulp and Waste Paper | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Non-"
"Adm/growmark River System, Ottawa South Grain Elevator Wharf",GRAIN_ELEVATOR,41.320278,-88.883611,Inland_Ports,"Illinois River, IL",Ottawa,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Slag | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Prim"
"Cargill Aghorizons, Ottawa South Grain Elevator Dock",GRAIN_ELEVATOR,41.335,-88.859722,Inland_Ports,"Illinois River, IL",Ottawa,IL,BTS_DOCK,Dock,"Fertilizers | Forest Products, Lumber, Logs, Woodchips | Sulphur (Dry), Clay & Salt | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Adm/growmark River System, Ottawa North Grain Elevator Dock",GRAIN_ELEVATOR,41.341389,-88.799722,Inland_Ports,"Illinois River, IL",Ottawa,IL,BTS_DOCK,Dock,"Fertilizers | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Sulphur (Dry), Clay & Salt | Slag | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrous Metal Products;Fabric"
"G.e. Plastics, Ottawa Plant Wharf",GENERAL_CARGO,41.330556,-88.761389,Inland_Ports,"Illinois River, IL",Ottawa,IL,BTS_DOCK,Dock,Other Chemicals and Related Products
"Cargill Aghorizons, Seneca Grain Elevator Wharf",GRAIN_ELEVATOR,41.3,-88.612778,Inland_Ports,"Illinois River, IL",Seneca,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Food and Farm Products | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grain"
Farmers Elevator Co. Seneca,GRAIN_ELEVATOR,41.29806,-88.61278,Inland_Ports,"Illinois River, IL",Seneca,IL,BTS_DOCK,Dock,"Forest Products, Lumber, Logs, Woodchips | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Cf Industries, Seneca Terminal Dock",FERTILIZER,41.302778,-88.588611,Inland_Ports,"Illinois River, IL",Seneca,IL,BTS_DOCK,Dock,Fertilizers | Other Chemicals and Related Products
Mulzer New Amsterdam Quarry,AGGREGATE,38.061479,-86.269507,Inland_Ports,Ohio River,Mauckport,IN,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Building Cement & Concrete; Lime; Glass"
Tyson Foods Pine Bluff Feed Mill Dock,STEEL_MILL,34.25528,-91.94583,Inland_Ports,"Arkansas River, AR",Pine Bluff,AR,BTS_DOCK,Dock,"Fertilizers | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Adm/growmark River System, Naples Grain Elevator Dock",GRAIN_ELEVATOR,39.764444,-90.605556,Inland_Ports,"Illinois River, IL",Naples,IL,BTS_DOCK,Dock,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others)"
"Adm/growmark River System, Beardstown Terminal Dock",GRAIN_ELEVATOR,40.052778,-90.430556,Inland_Ports,"Illinois River, IL",Beardstown,IL,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Imperial Valley Terminal, Havana Dock",GENERAL_CARGO,40.285556,-90.076111,Inland_Ports,"Illinois River, IL",Havana,IL,BTS_DOCK,Dock,"Fertilizers | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Adm/growmark, Havana Terminal Grain Docks",GRAIN_ELEVATOR,40.29528,-90.06778,Inland_Ports,"Illinois River, IL",Havana,IL,BTS_DOCK,Dock,"Fertilizers | Food and Farm Products | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others) | Vegetable Products | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Cargill Aghorizon, Havana Terminal Grain Docks",GRAIN_ELEVATOR,40.29806,-90.06694,Inland_Ports,"Illinois River, IL",Havana,IL,BTS_DOCK,Dock,"Fertilizers | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Cf Industries, Kingston Mines Terminal Dock",FERTILIZER,40.553611,-89.776944,Inland_Ports,"Illinois River, IL",Kingston Mines,IL,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | All Manufactured Equipment, Machinery and Products"
"Cf Industries, Peoria Warehouse Coal Dock",FERTILIZER,40.55061,-89.74613,Inland_Ports,"Illinois River, IL",Manito,IL,BTS_DOCK,Dock,Fertilizers
"American Milling Co., Pekin Grain Elevator Dock",STEEL_MILL,40.548889,-89.668889,Inland_Ports,"Illinois River, IL",Pekin,IL,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Tomen Grain Co., Pekin Grain Elevator Dock",GRAIN_ELEVATOR,40.563611,-89.661111,Inland_Ports,"Illinois River, IL",Pekin,IL,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Slag | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Cargill Crop Nutrition, Pekin Terminal Dock",GRAIN_ELEVATOR,40.588056,-89.659167,Inland_Ports,"Illinois River, IL",Bartonville,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Sulphur (Dry), Clay & Salt | Building Cement & Concrete; Lime; Glass | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Proces"
Canal Terminal Company,GENERAL_CARGO,41.462222,-88.171111,Inland_Ports,"Illinois River, IL",Channahon,IL,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Chemicals and Related Products | Fertilizers | Other Chemicals and Related Products | Forest Products, L"
Missouri Portland Cement Co,CEMENT,37.777162,-87.098193,Inland_Ports,Ohio River,Owensboro,KY,BTS_DOCK,Dock,"Gasoline, Jet Fuel, Kerosene | Building Cement & Concrete; Lime; Glass"
"Shell Oil Products - U.s., Bartonville, Terminal Dock",REFINERY,40.602778,-89.658889,Inland_Ports,"Illinois River, IL",Bartonville,IL,BTS_DOCK,Dock,Other Chemicals and Related Products
"Terra Industries, North Pekin Terminal Dock",GENERAL_CARGO,40.626667,-89.63,Inland_Ports,"Illinois River, IL",Pekin,IL,BTS_DOCK,Dock,Fertilizers
"Keystone Steel & Wire Co., Dock",STEEL_MILL,40.634722,-89.635278,Inland_Ports,"Illinois River, IL",Peoria,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Iron Ore and Iron & Steel Waste & Scrap | Sulphur (Dry), Clay & Salt | Slag | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Corn"
Hicks Oil & Hicks Gas Dock,GENERAL_CARGO,40.63539,-89.62175,Inland_Ports,"Illinois River, IL",Peoria,IL,BTS_DOCK,Dock,nan
"Cargill Aghorizons, Prices Landing Dock",GRAIN_ELEVATOR,37.026233,-89.355817,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",Charleston,MO,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Slag | Food and Farm Products | Corn | Oilseeds (Soybean, Flaxseed and Others)"
Iowa Gateway Terminal Dock,GENERAL_CARGO,40.385122,-91.406613,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Keokuk,IA,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and "
Westway Terminal Co Catoosa Terminal Dock,GENERAL_CARGO,36.235763,-95.73228,Inland_Ports,"Verdigris River, AR",Catoosa,OK,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Vegetable Products | Other Agricultural Products; Food and Kindred Products"
"Buckeye Pipe Line Co. Llc, South St. Louis Terminal Dock",TANK_TERMINAL,38.578611,-90.222222,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",St. Louis,MO,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents"
"Adm/growmark, Burlington North Elevator Dock",GRAIN_ELEVATOR,40.825306,-91.099245,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Burlington,IA,BTS_DOCK,Dock,"Fertilizers | Sulphur (Dry), Clay & Salt | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Cargill Terminal Wharves, Guntersville",GRAIN_ELEVATOR,34.34778,-86.28917,Inland_Ports,"Tennessee River, TN, AL and KY",Guntersville,AL,BTS_DOCK,Dock,"Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Vegetable Products | Animal Feed, Grain Mill Products, Flour, Processed Grains | Other Agricultural Products; Food and Kindred Products"
"Dixie Portland Flour Mills, Chattanoogna Dock",STEEL_MILL,35.046944,-85.326389,Inland_Ports,"Tennessee River, TN, AL and KY",Chattanooga,TN,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Other Non-Metal. Min. | Food and Farm Products | Wheat"
"Vulcan Materilas Co., Chattanooga Batch Plant Dock",AGGREGATE,35.058611,-85.318611,Inland_Ports,"Tennessee River, TN, AL and KY",Chattanooga,TN,BTS_DOCK,Dock,Other Chemicals and Related Products | Slag
Thomas J. Feeney Enterprises Wharf,PIPELINE_TERMINAL,41.908354,-74.003635,Inland_Ports,"Hudson River, NY, Mouth of Spuyten Duyvil Creek (Harlem River) to  Waterford, NY",Kingston,NY,BTS_DOCK,Dock,nan
Kosmos Southdown Terminal,CHEMICAL,39.074722,-84.603611,Inland_Ports,Ohio River,Cincinnati,OH,BTS_DOCK,Dock,Building Cement & Concrete; Lime; Glass
"Cargill, Chicago Wharves",GRAIN_ELEVATOR,41.675546,-87.554247,Inland_Ports,"Calumet Harbor and River, IL and IN",Chicago,IL,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Sulphur (Dry), Clay & Salt | Food and Farm Products | Wheat | Oilseeds (Soybean, Flaxseed and Others) | Other Agricultural Products; Food and Kindred Products"
Lafarge Holcim Cement Group,CEMENT,41.660556,-87.571389,Inland_Ports,"Calumet Harbor and River, IL and IN",Chicago,IL,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Slag | Building Cement & Concrete; Lime; Glass"
St. Marys Cement Co Waukegan Terminal Dock,CEMENT,42.365713,-87.823104,Inland_Ports,Lake Michigan,Waukegan,IL,BTS_DOCK,Dock,Building Cement & Concrete; Lime; Glass
"Pvs Chemicals Solutions Inc., Calumet Dock",CHEMICAL,41.673333,-87.551944,Inland_Ports,"Calumet Harbor and River, IL and IN",Chicago,IL,BTS_DOCK,Dock,nan
"Bayou Steel Corp., Chicago Depot Wharf",STEEL_MILL,41.700278,-87.548889,Inland_Ports,"Calumet Harbor and River, IL and IN",Chicago,IL,BTS_DOCK,Dock,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Iron Ore and Iron & Steel Waste & Scrap | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrous Metal Products;Fabricated Metal Prods."
Beelman River Terminals,GENERAL_CARGO,41.706593,-87.548031,Inland_Ports,"Calumet Harbor and River, IL and IN",Chicago ,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Iron Ore and Iron & Steel Waste & Scrap | Sulphur (Dry), Clay & Salt | Food and Farm Products | Corn"
"Dow Chemical Co., Joliet Plant Docks",CHEMICAL,41.401482,-88.216805,Inland_Ports,"Illinois River, IL",Channahon,IL,BTS_DOCK,Dock,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Chemicals and Related Products | Fertilizers | Other Chemicals and Related Products | Vegetable Products"
"Loders Croklaan, Joliet Plant Dock",GENERAL_CARGO,41.408611,-88.214722,Inland_Ports,"Illinois River, IL",Channahon,IL,BTS_DOCK,Dock,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Vegetable Products"
Dundee Cement Co,CEMENT,36.15969,-86.75846,Inland_Ports,"Cumberland River, Mouth to Nashville, TN",Nashville,TN,BTS_DOCK,Dock,Building Cement & Concrete; Lime; Glass
Bethlehem Steel,STEEL_MILL,36.16513,-86.77467,Inland_Ports,"Cumberland River, Mouth to Nashville, TN",Nashville,TN,BTS_DOCK,Dock,Iron Ore and Iron & Steel Waste & Scrap
"Holcim (us), Memphis Terminal",CEMENT,35.086111,-90.110556,Inland_Ports,"Memphis Harbor, TN",Memphis,TN,BTS_DOCK,Dock,Building Cement & Concrete; Lime; Glass
Meuth Concrete,GENERAL_CARGO,37.86717,-87.57665,Inland_Ports,Ohio River,Henderson,KY,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Barley, Rye, Oats, Rice and Sorghum Grains | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Adm/alliance, Quincy Dock",GRAIN_ELEVATOR,39.925278,-91.415,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Quincy,IL,BTS_DOCK,Dock,"Fertilizers | Iron Ore and Iron & Steel Waste & Scrap | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Imtt - International Matex Tank Terminals Channahon, Il",TANK_TERMINAL,41.417194,-88.204787,Inland_Ports,"Illinois River, IL",Channahon,IL,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Sulphur (Dry), Clay & Salt | Vegetable Products"
"Aggregate Materials Co. Inc., East Dubuque Wharf",AGGREGATE,42.45589,-90.589402,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",East Dubuque,IL,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Corn"
"Kaskaskia Regional Port District, Kellogg Terminal",GENERAL_CARGO,38.009863,-90.057911,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",Modoc,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Building Cement & Concrete; Lime; Glass | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others) | Vegetable Products | All Manufactured Equipment, Machinery and Product"
Pine Bluff Ar Macrosource Fertilizer,FERTILIZER,34.275278,-91.981667,Inland_Ports,"Arkansas River, AR",Pine Bluff,AR,BTS_DOCK,Dock,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Paper & Allied Products | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Wheat | Corn | Barley, Rye, Oats, Rice"
"First Missouri Terminals Corp., Cape Girardeau Docks (semo)",GENERAL_CARGO,37.248068,-89.494853,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",Scott City,MO,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sulphur (Dry), Clay & Salt | Food and Farm Products | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others) | Ani"
"Consolidated Grain and Barge Co., Cape Girardeau Dock (semo)",GRAIN_ELEVATOR,37.248767,-89.490167,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",Scott City,MO,BTS_DOCK,Dock,"Fertilizers | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Sulphur (Dry), Clay & Salt | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Food a"
West Penn Aggregates,AGGREGATE,40.560556,-80.221111,Inland_Ports,Ohio River,Glenwillard,PA,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Sulphur (Dry), Clay & Salt"
"Conrad Aluminum, Amelia Facility Slips and Wharves",SMELTER,29.664722,-91.129722,Inland_Ports,"Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",Englewood,LA,BTS_DOCK,Dock,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Building Cement & Concrete; Lime; Glass | All Manufactured Equipment, Machinery and Produ"
