Entity_ID,Canonical_Name,Entity_Type,Parent_Company,Match_Keywords,Match_Strategy,Category,Active,Notes,Estimated_Tons,Master_Party_ID,ISO_Country,Latitude,Longitude,Facility_Type
CMT-0077,Riverside Companynstructions,Company,Riverside,RIVERSIDE COMPANYNSTRUCTIONS,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.294,,US,,,Cement
CMT-0260,Royal Cement Company Obo Cyrotrade,Company,Royal El Minya Cement,ROYAL CEMENT COMPANY OBO,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.006,,Eg,,,Cement
CMT-0258,Royal Cement Company,Company,Royal El Minya Cement,ROYAL CEMENT COMPANY,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.007,,Eg,,,Cement
CMT-0229,Misr Cement Minya,Company,Royal El Minya Cement,MISR CEMENT MINYA,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.024,,Eg,,,Cement
CMT-0095,Royal El Minya Cement Company,Company,Royal El Minya Cement,ROYAL EL MINYA CEMENT,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.172,,Eg,,,Cement
CMT-0102,Royal White Cement,Company,Royal White Cement,ROYAL WHITE CEMENT,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.154,,US,,,Cement
ATALCO-001,Atalco Gramercy,Aluminum,Rusal,ATALCO GRAMERCY,Contains,All,True,Rusal US aluminum operations,4000000,ALU-XX-ATALCOGRAMERCY-HQ,XX,,,Headquarters
S-OIL-001,S-Oil,Oil Refining,S-Oil Corporation,S OIL CORP;SOIL,Contains,All,True,South Korean refiner,2500000,PET-XX-SOIL-HQ,XX,,,Headquarters
SABIC-001,SABIC Americas,Chemicals,SABIC,SABIC;SABIC AMERICAS,Contains,All,True,Saudi petrochemicals giant,919123,CHM-XX-SABICAMERICAS-HQ,XX,,,Headquarters
CMT-0252,Sanko Dis Ticaret A.S Burak Mahalle,Company,SANKO DIS TICARET A.S.,SANKO DIS TICARET AS,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.008,,Tu,,,Cement
CMT-0184,Sanko Dis Ticaret A.S.,Company,SANKO DIS TICARET A.S.,SANKO DIS TICARET AS,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.044,,Tu,,,Cement
CMT-0146,Sarl Balz Works,Company,SARL BALZ WORKS,SARL BALZ WORKS,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.073,,Al,,,Cement
CMT-0190,Sarl Macore,Company,SARL MACORE,SARL MACORE,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.041,,Al,,,Cement
CMT-0202,Scg International Corporational,Company,SCG INTERNATIONAL CORPORATIONAL,SCG INTERNATIONAL CORPORATIONAL,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.035,,Th,,,Cement
CMT-0065,Sct Company Limited,Company,SCT Thailand,SCT COMPANY LIMITED,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.42,,Th,,,Cement
CMT-0233,Sinai Cement Company,Company,SINAI CEMENT COMPANY,SINAI CEMENT COMPANY,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.023,,Eg,,,Cement
SK-ENERGY-001,SK Energy,Oil/Gas,SK Group,SK ENERGY,Contains_All,All,True,South Korean refiner - use Contains_All to avoid matching SK alone,1229023,PET-XX-SKENERGY-HQ,XX,,,Headquarters
CMT-0183,Societe Les Ciments D'Enfidha,Company,SOCIETE LES CIMENTS D'ENFIDHA,SOCIETE LES CIMENTS D'ENFIDHA;SOCIETE LES CIMENTS DENFIDHA,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.044,,Tu,,,Cement
CMT-0126,Sohico Limited,Company,SOHICO LIMITED,SOHICO LIMITED,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.097,,Eg,,,Cement
CMT-0198,Soma Cimento Madencilik Beton,Company,SOMA CIMENTO MADENCILIK BETON,SOMA CIMENTO MADENCILIK BETON,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.037,,Tu,,,Cement
CMT-0147,Spa Freres Rahmoune Dismac,Company,SPA FRERES RAHMOUNE DISMAC,SPA FRERES RAHMOUNE DISMAC,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.073,,Al,,,Cement
CMT-0267,Ste Tuniso Andalouse De Ciment,Company,STE TUNISO ANDALOUSE DE CIMENT,STE TUNISO ANDALOUSE DE,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.004,,Tu,,,Cement
CMT-0113,Ste Tuniso Andalouse De Cement,Company,STE TUNISO ANDALOUSE DE CIMENT,STE TUNISO ANDALOUSE DE,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.13,,Tu,,,Cement
CMT-0145,Surtas Isletmecilik Insaat Ve Tebatisoke Soke Cimento Sanayii T.A.S,Company,SURTAS,SURTAS ISLETMECILIK INSAAT VE,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.076,,Tu,,,Cement
CMT-0136,Surtas Isletmecilik Insaat Sanayi,Company,SURTAS,SURTAS ISLETMECILIK INSAAT SANAYI,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.088,,Tu,,,Cement
CMT-0024,Cimsa Cimento Sanayi Ve Ticaret A.S,Company,Sabanci Holding,CIMSA CIMENTO SANAYI VE,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,1.423,,Tu,,,Cement
CMT-0013,Akcansa Cimento San. Tic. A.S.,Company,Sabanci Holding,AKCANSA CIMENTO SAN TIC,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,2.489,,Tu,,,Cement
CMT-0025,Cimsa Americas Cement,Company,Sabanci Holding,CIMSA AMERICAS CEMENT,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,1.395,,US,,,Cement
CMT-0055,Akcansa Cimento Sanayi T.A.S.,Company,Sabanci Holding,AKCANSA CIMENTO SANAYI TAS,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.541,,Tu,,,Cement
CMT-0046,Akcansa Cimento San Tic. A.S. Tehc Trading Americas Llc,Company,Sabanci Holding,AKCANSA CIMENTO SAN TIC,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.682,,Tu,,,Cement
CMT-0171,Akcansa Cimento San. Tic. A.S. On,Company,Sabanci Holding,AKCANSA CIMENTO SAN TIC,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.05,,Tu,,,Cement
CMT-0170,Akcansa Cimento Sanayi Ve Ticaret.,Company,Sabanci Holding,AKCANSA CIMENTO SANAYI VE,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.05,,Tu,,,Cement
CMT-0133,Cimsa Americas Cement Mfg.,Company,Sabanci Holding,CIMSA AMERICAS CEMENT MFG,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.091,,US,,,Cement
AKCANSA-001,Akcansa Cimento,Cement,Sabanci Holding,AKCANSA CIMENTO,Contains_All,Shipper,True,Turkish cement producer,1130494,CMT-XX-AKCANSACIMENTO-HQ,XX,,,Headquarters
CMT-0164,Ackansa Cimento San. Ve Tic. A.S.,Company,Sabanci Holding,ACKANSA CIMENTO SAN VE,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.051,,Tu,,,Cement
CMT-0068,Akcansa Cimento San Tic As,Company,Sabanci Holding,AKCANSA CIMENTO SAN TIC,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.36,,Tu,,,Cement
CMT-0125,Akcansa Cimento San. Tic. A.S. Hc Trad. Malta Atasehir Is 34746,Company,Sabanci Holding,AKCANSA CIMENTO SAN TIC,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.101,,Tu,,,Cement
SAINT-GOBAIN-001,Saint Gobain,Construction Materials,Saint-Gobain,SAINT GOBAIN,Contains_All,Shipper,True,French building materials giant,1085841,AGG-XX-SAINTGOBAIN-HQ,XX,,,Headquarters
ARAMCO-FUJAIRAH-001,Aramco Trading Fujairah,Oil/Gas,Saudi Aramco,ARAMCO TRADING FUJAIRAH,Contains,All,True,Saudi Aramco UAE trading operations,1408343,PET-XX-ARAMCOTRADINGFU-HQ,XX,,,Headquarters
MOTIVA-001,Motiva Enterprises,Oil Refining,Saudi Aramco,MOTIVA ENTERPRISES,Contains,All,True,Saudi Aramco US refining subsidiary,14000000,PET-XX-MOTIVAENTERPRIS-HQ,XX,,,Headquarters
ARAMCO-001,Aramco Americas,Oil & Gas,Saudi Aramco,ARAMCO AMERICAS,Contains,All,True,Saudi Aramco US marketing entity,6000000,PET-XX-ARAMCOAMERICAS-HQ,XX,,,Headquarters
SAUDI-REFINING-001,Saudi Refining Inc,Oil Refining,Saudi Aramco/Shell JV,SAUDI REFINING;SAUDI REFINING INC,Contains,All,True,Port Arthur refinery JV,15000000,PET-XX-SAUDIREFINING-HQ,XX,,,Headquarters
SAUDI-CEMENT-001,Saudi Cement,Cement,Saudi Cement Company,SAUDI CEMENT CO,Contains,Shipper,True,Saudi Arabian cement producer,1245848,CMT-XX-SAUDICEMENT-HQ,XX,,,Headquarters
CMT-0018,Saudi Cement Company,Company,Saudi Cement Company,SAUDI CEMENT COMPANY,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,1.795,,Sa,,,Cement
CMT-0236,Separation Technologies LLC,Company,Separation Technologies LLC,SEPARATION TECHNOLOGIES LLC,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.02,,US,,,Cement
CMT-0075,Sesacem Cement LLC,Company,Sesacem Cement LLC,SESACEM CEMENT LLC,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.3,,US,,,Cement
CMT-0169,Sesacam Cement Companynrete Companynstruction,Company,Sesacem Cement LLC,SESACAM CEMENT COMPANYNRETE COMPANYNSTRUCTION,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.05,,US,,,Cement
SESCO-001,Sesco Cement,Cement/Aggregates,Sesco,SESCO CEMENT,Contains_All,Consignee,True,Cement operations,1930373,CMT-XX-SESCOCEMENT-HQ,XX,,,Headquarters
CMT-0203,Sesco Cement Florida,Company,Sesco,SESCO CEMENT FLORIDA,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.035,,US,,,Cement
CMT-0010,Sesco Cement Companyrporationoration,Company,Sesco,SESCO CEMENT COMPANYRPORATIONORATION,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,2.977,,US,,,Cement
SHELL-INTL-001,Shell International Trading,Oil/Gas,Shell plc,SHELL INTERNATIONAL TRADING,Contains,All,True,Shell Middle East trading operations,702303,PET-XX-SHELLINTERNATIO-HQ,XX,,,Headquarters
SHELL-BRASIL-001,Shell Brasil Petroleo,Oil & Gas,Shell plc,SHELL BRASIL PETROLEO,Contains,Shipper,True,Shell Brazil petroleum operations,1136629,PET-XX-SHELLBRASILPETR-HQ,XX,,,Headquarters
SHELL-001,Shell,Oil & Gas,Shell plc,SHELL WESTERN;SHELL TRADING,Contains,All,True,Shell trading and supply entities,3500000,PET-XX-SHELL-HQ,XX,,,Headquarters
CMT-0076,Sonmez Cemento Yapi Ve,Company,Sonmez,SONMEZ CEMENTO YAPI VE,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.296,,Tu,,,Cement
CMT-0033,Sonmez Cimento Api Ve Madencilik,Company,Sonmez,SONMEZ CIMENTO API VE,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.969,,Tu,,,Cement
CMT-0265,Space City Cement LLC,Company,Space City Cement,SPACE CITY CEMENT LLC,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.005,,US,,,Cement
CMT-0197,Space City Cement,Company,Space City Cement,SPACE CITY CEMENT,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.037,,US,,,Cement
SUBARU-001,Subaru of America,Automotive,Subaru Corporation,SUBARU OF AMERICA;SUBARU OFAMERICA,Contains,All,True,Japanese automaker US operations,2016005,AUT-XX-SUBARUOFAMERICA-HQ,XX,,,Headquarters
CMT-0066,Sultan Cement LLC,Company,Sultan Cement LLC,SULTAN CEMENT LLC,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.418,,US,,,Cement
SUNCOR-001,Suncor Energy,Oil & Gas,Suncor Energy,SUNCOR ENERGY,Contains,All,True,Canadian oil sands producer,3000000,PET-XX-SUNCORENERGY-HQ,XX,,,Headquarters
FIBRIA-001,Fibria Celulose,Pulp/Paper,Suzano,FIBRIA CELULOSE,Contains,All,True,Brazilian pulp producer (now Suzano),3500000,PPR-XX-FIBRIACELULOSE-HQ,XX,,,Headquarters
CMT-0211,Taiheiyo Cement Corporation Bunkyo,Company,Taiheiyo Cement,TAIHEIYO CEMENT CORPORATION BUNKYO,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.031,,So,,,Cement
TAIHEIYO-001,Taiheiyo Cement,Cement/Aggregates,Taiheiyo Cement,TAIHEIYO CEMENT,Contains,Shipper,True,Japanese cement producer,1889043,CMT-XX-TAIHEIYOCEMENT-HQ,XX,,,Headquarters
CMT-0011,Taiheiyo Cement Corporation,Company,Taiheiyo Cement,TAIHEIYO CEMENT CORPORATION,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,2.701,,Vi,,,Cement
CMT-0206,Taiheiyo Cement Companyieporation,Company,Taiheiyo Cement,TAIHEIYO CEMENT COMPANYIEPORATION,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.033,,Vi,,,Cement
TERNIUM-001,Ternium,Steel,Ternium,TERNIUM,Contains,All,True,Steel producer - Brazil and Mexico entities,14000000,STL-XX-TERNIUM-HQ,XX,,,Headquarters
CMT-0178,Texan Cement 221 E Van Bruen Ave,Company,Texan Cement,TEXAN CEMENT 221 E,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.045,,US,,,Cement
CMT-0042,Texan Cement,Company,Texan Cement,TEXAN CEMENT,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.721,,US,,,Cement
MOSAIC-001,Mosaic,Fertilizer,The Mosaic Company,MOSAIC FERTILIZER,Contains,All,True,Phosphate fertilizer producer,5000000,FRT-XX-MOSAIC-HQ,XX,,,Headquarters
CMT-0191,Titan Cement Company,Company,Titan Cement Group,TITAN CEMENT COMPANY,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.041,,Gr,,,Cement
CMT-0019,The Essex Cement Companympany LLC,Company,Titan Cement Group,THE ESSEX CEMENT COMPANYMPANY,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,1.772,,US,,,Cement
CMT-0005,Titan Cement Company S.A.,Company,Titan Cement Group,TITAN CEMENT COMPANY SA,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,3.917,,Gr,,,Cement
CMT-0023,Titan Florida LLC,Company,Titan Cement Group,TITAN FLORIDA LLC,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,1.438,,US,,,Cement
CMT-0101,Essex Cement Company LLC,Company,Titan Cement Group,ESSEX CEMENT COMPANY LLC,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.158,,US,,,Cement
CMT-0029,Roanoke Cement Companympany LLC,Company,Titan Cement Group,ROANOKE CEMENT COMPANYMPANY LLC,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,1.156,,US,,,Cement
CMT-0185,Titan Cement Company Sa,Company,Titan Cement Group,TITAN CEMENT COMPANY SA,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.044,,Gr,,,Cement
CMT-0227,Roanoke,Company,Titan Cement Group,ROANOKE,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.025,,US,,,Cement
TITAN-001,Titan Cement,Cement/Aggregates,Titan Cement Group,TITAN CEMENT,Contains_All,Shipper,True,Greek cement producer - use Contains_All to avoid Titan America matches,1877782,CMT-XX-TITANCEMENT-HQ,XX,,,Headquarters
TOTAL-SPEC-001,Total Specialties USA,Chemicals,TotalEnergies,TOTAL SPECIALTIES USA,Contains,Consignee,True,TotalEnergies specialty chemicals US operations,1828447,CHM-US-TOTALSPECIALTIE-HQ,XX,,,Headquarters
TOTALENERGIES-PETRO-001,TotalEnergies Petrochemicals,Chemicals,TotalEnergies,TOTALENERGIES PETRO CHEMICALS;TOTALENERGIES PETROCHEMICALS,Contains,Consignee,True,TotalEnergies petrochemicals division,911985,CHM-XX-TOTALENERGIESPE-HQ,XX,,,Headquarters
TOTSA-001,TotalEnergies Trading,Oil/Gas,TotalEnergies,TOTSA TOTALENERGIES;TOTAL ENERGIES TRADING;TOTALENERGIES TRADING,Contains,All,True,TotalEnergies trading arm - major crude/products trader,2923777,PET-XX-TOTALENERGIESTR-HQ,XX,,,Headquarters
TOYOTA-001,Toyota Motor,Automotive,Toyota Motor Corporation,TOYOTA MOTOR,Contains,All,True,Japanese automaker - includes Toyota Motor Corp and Toyota Motor Sales,4229868,AUT-XX-TOYOTAMOTOR-HQ,XX,,,Headquarters
TRAFIGURA-001,Trafigura,Trading Company,Trafigura Group,TRAFIGURA,Contains,All,True,Major commodity trader,14000000,TRD-XX-TRAFIGURA-HQ,XX,,,Headquarters
CMT-0218,Two Rivers,Company,Two Rivers Cement,TWO RIVERS,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.028,,US,,,Cement
CMT-0020,Two Rivers Cement,Company,Two Rivers Cement,TWO RIVERS CEMENT,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,1.713,,US,,,Cement
UBS-001,UBS Switzerland,Finance,UBS Group,UBS SWITZERLAND,Contains_All,Consignee,True,Swiss bank - commodity financing,1295481,FIN-XX-UBSSWITZERLAND-HQ,XX,,,Headquarters
CMT-0214,Uniland Trading Bv Kingfordweg,Company,UNILAND TRADING BV,UNILAND TRADING BV KINGFORDWEG,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.029,,Sp,,,Cement
CMT-0156,Uniland Trading Bv Kingsfordweg,Company,UNILAND TRADING BV,UNILAND TRADING BV KINGSFORDWEG,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.059,,Sp,,,Cement
CMT-0219,Uniland Trading B V Kingsfordweg,Company,UNILAND TRADING BV,UNILAND TRADING B V,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.028,,Sp,,,Cement
CMT-0073,Uniland International Bv,Company,UNILAND TRADING BV,UNILAND INTERNATIONAL BV,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.303,,Tu,,,Cement
CMT-0127,Uniland Trading Bv Kingsfordweg 151 1043 Gr Amsterdam The Netherlands,Company,UNILAND TRADING BV,UNILAND TRADING BV KINGSFORDWEG,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.096,,Sp,,,Cement
CMT-0094,Uniland Trading B.V.,Company,UNILAND TRADING BV,UNILAND TRADING BV,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.174,,Sp,,,Cement
CMT-0142,Us Cement Enterprises LLC,Company,US Cement,US CEMENT ENTERPRISES LLC,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.079,,US,,,Cement
CMT-0192,Usgai Cement LLC,Company,USGAI Cement,USGAI CEMENT LLC,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.04,,US,,,Cement
CMT-0243,Vezirhan Cimento Madencilik Sanayi,Company,VEZIRHAN CIMENTO MADENCILIK SANAYI,VEZIRHAN CIMENTO MADENCILIK SANAYI,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.016,,Tu,,,Cement
VALE-001,Vale,Mining,Vale S.A.,VALE,Contains,All,True,Brazilian mining giant - iron ore,2200000,MIN-XX-VALE-HQ,XX,,,Headquarters
SAMARCO-001,Samarco Mineracao,Mining,Vale/BHP JV,SAMARCO;SAMARCO MINERACAO,Contains,Shipper,True,Brazilian iron ore miner - Vale/BHP JV,2022059,MIN-XX-SAMARCOMINERACA-HQ,XX,,,Headquarters
VALERO-001,Valero,Oil Refining,Valero Energy Corporation,VALERO,Contains,All,True,Major US refiner - clean up HTML entities &AMP;,60000000,PET-XX-VALERO-HQ,XX,,,Headquarters
DIAMOND-GREEN-001,Diamond Green Diesel,Oil/Gas,Valero/Darling JV,DIAMOND GREEN DIESEL,Contains,All,True,Renewable diesel producer - Valero/Darling JV,1983237,PET-XX-DIAMONDGREENDIE-HQ,XX,,,Headquarters
PDVSA-001,PDVSA,Oil & Gas,Venezuelan Government,PDVSA,Contains,All,True,Venezuelan state oil company,8000000,PET-XX-PDVSA-HQ,XX,,,Headquarters
CMT-0195,Vissai Ninh Binh Jsc Teglobal Transit,Company,Vissai,VISSAI NINH BINH JSC,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.038,,Vi,,,Cement
VISSAI-001,Vissai Ninh Binh,Cement,Vissai,VISSAI NINH BINH,Contains,Shipper,True,Vietnamese cement producer,2607182,CMT-XX-VISSAININHBINH-HQ,XX,,,Headquarters
CMT-0223,Vissai Ninh Binh Joint Stock Companym Tecrh Cementitious Trading Limited,Company,Vissai,VISSAI NINH BINH JOINT,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.027,,Vi,,,Cement
CMT-0216,Vissai Ninh Binh Jsc Plot C7 Gian Khau Industrial Zone Gia Vien Dist,Company,Vissai,VISSAI NINH BINH JSC,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.028,,Vi,,,Cement
CMT-0224,The Vissai Imex Company Limited Teglobal Transit,Company,Vissai,THE VISSAI IMEX COMPANY,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.027,,Vi,,,Cement
CMT-0221,The Vissai Imex Company Limited,Company,Vissai,THE VISSAI IMEX COMPANY,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.027,,Vi,,,Cement
CMT-0045,Vissai Ninh Binh Joint Stock,Company,Vissai,VISSAI NINH BINH JOINT,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.704,,Vi,,,Cement
CMT-0107,Vissai Ninh Binh Joint Stock Plot C7 Gian Khau Industries Zone Gia Vien District,Company,Vissai,VISSAI NINH BINH JOINT,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.147,,Vi,,,Cement
CMT-0004,Vissai Ninh Binh Jsc,Company,Vissai,VISSAI NINH BINH JSC,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,4.488,,Vi,,,Cement
VITOL-001,Vitol,Trading Company,Vitol Group,VITOL,Contains,All,True,World's largest independent oil trader,3300000,TRD-XX-VITOL-HQ,XX,,,Headquarters
VW-001,Volkswagen Group of America,Automotive,Volkswagen AG,VOLKSWAGEN GROUP OF AMERICA;VOLKSWAGEN GRP OF AMERICA,Contains,Consignee,True,"German automaker US operations - includes VW, Audi, Porsche brands",1504035,AUT-XX-VOLKSWAGENGROUP-HQ,XX,,,Headquarters
CMT-0058,St. Mary'S Cement Companyrporationoration,Company,Votorantim,ST MARY'S CEMENT COMPANYRPORATIONORATION;ST MARYS CEMENT COMPANYRPORATIONORATION,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,0.53,,US,,,Cement
CMT-0225,Saint Marys Cement Ii,Company,Votorantim,SAINT MARYS CEMENT II,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.026,,Ca,,,Cement
ST-MARYS-001,St. Marys Cement,Cement/Aggregates,Votorantim,ST. MARY;ST MARY;SAINT MARY;ST MARYS CEMENT,Contains,All,True,Canadian cement producer - Votorantim subsidiary,2091917,CMT-XX-STMARYSCEMENT-HQ,XX,,,Headquarters
CMT-0231,St. Mary'S Cement Company,Company,Votorantim,ST MARY'S CEMENT COMPANY;ST MARYS CEMENT COMPANY,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.024,,Ca,,,Cement
CMT-0021,St. Mary'S Cement Companympany,Company,Votorantim,ST MARY'S CEMENT COMPANYMPANY;ST MARYS CEMENT COMPANYMPANY,Contains,Consignee,TRUE,Added from cement party dictionary v1.0.0,1.578,,US,,,Cement
CMT-0002,St. Mary'S Cement Corporation,Company,Votorantim,ST MARY'S CEMENT CORPORATION;ST MARYS CEMENT CORPORATION,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,4.753,,Ca,,,Cement
VULCAN-001,Vulcan Materials,Construction Materials,Vulcan Materials Company,VULCAN;VULCAN MATERIALS,Contains,All,True,Largest US aggregates producer,3000000,AGG-XX-VULCANMATERIALS-HQ,XX,,,Headquarters
WILMAR-001,Wilmar Oleo Quimico,Corporate,Wilmar International,WILMAR OLEO;WILMAR OLEO QUIMICO,Contains_All,All,True,Wilmar oleochemicals - Mexico operations,1770294,CRP-XX-WILMAROLEOQUIMI-HQ,XX,,,Headquarters
CMT-0098,Xuan Thanh Cement Group Joint Stock,Company,XUAN THANH CEMENT,XUAN THANH CEMENT GROUP,Contains,Shipper,TRUE,Added from cement party dictionary v1.0.0,0.161,,Vi,,,Cement
YARA-001,Yara North America,Fertilizer,Yara International,YARA;YARA NORTH AMERICA,Contains,Consignee,True,Norwegian fertilizer producer,1680780,FRT-XX-YARANORTHAMERIC-HQ,XX,,,Headquarters
BAHAMA-ROCK-001,Bahama Rock,Aggregates,,BAHAMA ROCK,Contains,All,True,Bahamas aggregates producer,3600000,AGG-XX-BAHAMAROCK-HQ,XX,,,Headquarters
BIEHL-001,Biehl & Co,Logistics,,BIEHL;BIEHL CO,Contains,All,True,Customs brokerage and freight forwarding,1600000,LOG-XX-BIEHL-HQ,XX,,,Headquarters
BLUE-WATER-001,Blue Water Industries,Logistics,,BLUE WATER INDUSTRIES,Contains,All,True,Freight forwarding and logistics,1800000,LOG-XX-BLUEWATERINDUST-HQ,XX,,,Headquarters
BOLANTER-001,Bolanter Corporation,Trading Company,,BOLANTER;BOLANTER CORPORATION,Contains,All,True,Saudi Aramco affiliate,15000000,TRD-XX-BOLANTERCORPORA-HQ,XX,,,Headquarters
BR-ANDERSON-001,B.R. Anderson & Co,Logistics,,B.R. ANDERSON;BR ANDERSON;BR ANDERSON CO,Contains,All,True,Customs brokerage services,1400000,LOG-XX-BRANDERSON-HQ,XX,,,Headquarters
CARIB-LPG-001,Carib LPG Trading,Oil/Gas,,CARIB LPG;CARIB LPG TRADING,Contains_All,All,True,LPG trading company - Caribbean operations,2600772,PET-XX-CARIBLPGTRADING-HQ,XX,,,Headquarters
CARVER-001,Carver Sand & Gravel,Corporate,,CARVER SAND;CARVER MATERIALS;CARVER SAND GRAVEL,Contains,All,True,Aggregates producer - Canada/US operations,1602948,CRP-XX-CARVERSANDGRAVE-HQ,XX,,,Headquarters
CEMTECH-001,Cemtech Global,Cement,,CEMTECH GLOBAL,Contains_All,Shipper,True,Turkish cement company,1419924,CMT-XX-CEMTECHGLOBAL-HQ,XX,,,Headquarters
CENOVUS-001,Cenovus Energy,Oil & Gas,,CENOVUS ENERGY,Contains_All,Shipper,True,Canadian oil sands producer,1238624,PET-XX-CENOVUSENERGY-HQ,XX,,,Headquarters
COMPANIA-MINERA-001,Compania Minera,Mining,,COMPANIA MINERA,Contains,Shipper,True,Mining companies - may need sub-entities,8000000,MIN-XX-COMPANIAMINERA-HQ,XX,,,Headquarters
COPPERSMITH-001,Coppersmith Global Logistics,Logistics,,COPPERSMITH;COPPERSMITH GLOBAL LOGISTICS,Contains,All,True,Freight forwarding and logistics,4500000,LOG-XX-COPPERSMITHGLOB-HQ,XX,,,Headquarters
CSC-SUGAR-001,CSC Sugar,Trader,,CSC SUGAR,Contains_All,Consignee,True,Sugar trading company,2329172,TRD-XX-CSCSUGAR-HQ,XX,,,Headquarters
