facility_id,canonical_name,zone_name,facility_type,lat,lng,mrtis_mile,usace_mile,usace_name,port,waterway,owners,operators,commodities,city,county,state,epa_frs_links
MRTIS_0106,AST Gramercy  Buoys,140 Buoys,Mid-Stream,30.0427674157877,-90.6078707616633,141.0,141.0,LUCY MAR BUOYS MILE 141,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Non-Ferrous Ores and Scrap | Corn | Oilseeds (Soybean, Flaxseed and Others)",RESERVE,St. John the Baptist,LA,14
MRTIS_0107,Apex Mt Airy,Apex Mt Airy,Tank Storage,30.0518614165709,-90.643786771763,144.0,144.1,MPLX MT. AIRY,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: PIN OAK TERMINALS Phone: 985-533-8783 FAX: 985-535-2624,,,Mt. Airy,St. John the Baptist,LA,17
MRTIS_0108,MPLX Mt Airy,MPLX Mt Airy 1,Tank Storage,30.0518614165709,-90.643786771763,144.0,144.1,MPLX MT. AIRY,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: PIN OAK TERMINALS Phone: 985-533-8783 FAX: 985-535-2624,,,Mt. Airy,St. John the Baptist,LA,17
MRTIS_0109,MPLX Mt Airy,MPLX Mt Airy 2,Tank Storage,30.0518614165709,-90.643786771763,144.0,144.1,MPLX MT. AIRY,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: PIN OAK TERMINALS Phone: 985-533-8783 FAX: 985-535-2624,,,Mt. Airy,St. John the Baptist,LA,17
MRTIS_0110,Pin Oak Mt Airy,Pin Oak Mt Airy,Tank Storage,30.0518614165709,-90.643786771763,144.0,144.1,MPLX MT. AIRY,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: PIN OAK TERMINALS Phone: 985-533-8783 FAX: 985-535-2624,,,Mt. Airy,St. John the Baptist,LA,17
MRTIS_0111,Noranda Alumina,Noranda Alumina,Bulk Plant,30.0540564165454,-90.6589607759575,145.0,145.1,"ATLANTIC ALUMINA GRAMERCY, CHEMICAL DOCK","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: Kaiser Aluminum Corp.,"Current Operator: Kaiser Aluminum Corp., Gramercy Business Unit. Phone: 225/869-2506 FAX: 225/869-2524",Chemicals and Related Products,Mt. Airy,St. John the Baptist,LA,21
MRTIS_0112,Louisiana Sugar Refining,Louisiana Sugar Refining,Bulk Plant,30.0476594146133,-90.6756967801994,146.0,145.9,"Imperial Sugar Co., Refined Sugar Dock.","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: Imperial Sugar Co. Phone: 504/869-5521 FAX: 504/869-5521,,,Gramercy,St. James,LA,26
MRTIS_0113,RAIN Chalmette,Calciner Industries,Bulk Plant,30.0455344142359,-90.6732197794381,146.0,146.0,MILE 146  LOWER MISS RIVER,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Non-Ferrous Ores and Scrap | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)",RESERVE,St. James,LA,27
MRTIS_0114,AST St James Buoys,158 Buoys Lower,Mid-Stream,30.00317139986,-90.8323298205322,158.0,158.0,MILE 158  LOWER MISS RIVER,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | Sulphur (Dry), Clay & Salt | Slag | Other Non-Metal. Min. | Primary Iron and Steel Products (Ingots,Bars",SAINT JAMES,St. James,LA,39
MRTIS_0115,AST St James Buoys,158 Buoys Middle,Mid-Stream,30.0032753999578,-90.8300358199182,158.0,158.0,ASSOCIATED TERMINALS - CONVENT LIGHTERAGE BUOYS BERTH 5 MILE 158,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,Current Operator: St. James Stevedoring Mile 158  Phone: 225/562-3919,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap",Convent,St. James,LA,38
MRTIS_0116,Plains St James,Plains St James,Tank Storage,30.0272254048039,-90.8397258235711,158.0,159.0,"NUSTAR ENERGY, ST. JAMES TERMINAL","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: NUSTAR ENERGY, ST. JAMES TERMINAL  Phone: 225/265-2112",,"Coal,Lignite & Coal Coke | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and Rela",St. James,St. James,LA,41
MRTIS_0117,Sugarland St James ,Sugarland St James 1,Tank Storage,30.0004363991884,-90.8348118210827,158.0,158.0,"EQUILON PIPELINE, ST. JAMES SUGARLAND TERMINAL, DOCKS","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Coal,Lignite & Coal Coke | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Products |",St. James,St. James,LA,38
MRTIS_0118,Sugarland St James ,Sugarland St James 2,Tank Storage,30.0004363991884,-90.8348118210827,158.0,158.0,"EQUILON PIPELINE, ST. JAMES SUGARLAND TERMINAL, DOCKS","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Coal,Lignite & Coal Coke | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Products |",St. James,St. James,LA,38
MRTIS_0119,AST St James Buoys,158 Buoys Upper,Mid-Stream,30.0174054027395,-90.8381168227105,159.0,158.0,MILE 158  UPPER MISS RIVER,"Kaskaskia Regional Port District, IL","Mississippi River, Mouth of Missouri River to Mouth of Ohio River",,,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material",VALMEYER,Monroe,IL,41
MRTIS_0120,Capline St James ,Capline St James 1,Tank Storage,30.0244454042226,-90.839175823302,159.0,159.0,"SHELL CAPLINE AND EQUILON TERMINALS, ST. JAMES","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: Shell Pipeline Corp, Capline St. James Terminal  Phone: 225/265-1100",,"Coal,Lignite & Coal Coke | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Non-Ferrous Ores and Scrap | Other Non-Metal. Min. | All Manufa",St. James,St. James,LA,41
MRTIS_0121,Capline St James ,Capline St James 2,Tank Storage,30.0244454042226,-90.839175823302,159.0,159.0,"SHELL CAPLINE AND EQUILON TERMINALS, ST. JAMES","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: Shell Pipeline Corp, Capline St. James Terminal  Phone: 225/265-1100",,"Coal,Lignite & Coal Coke | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Non-Ferrous Ores and Scrap | Other Non-Metal. Min. | All Manufa",St. James,St. James,LA,41
MRTIS_0122,Ergon St James,Ergon St James,Tank Storage,30.0421604079401,-90.8422538249028,160.0,160.7,"ERGON-ST. JAMES, CRUDE OIL TERMINAL WHARF","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: Ergon-St. James, Inc. Phone: 225/265-4146 /225-265-8020 FAX: 225/265-2823",,"Crude Petroleum | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | All Manufactured Equi",St. James,St. James,LA,24
MRTIS_0123,Mosaic Uncle Sam,Mosaic Uncle Sam,Chemical Plant,30.0384144073821,-90.8346868226995,160.0,160.4,"THE MOSAIC CO., UNCLE SAM PLANT DOCK","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner: IMC Global, Inc.","Current Operator: IMC Phosphates MP, Inc., a division of IMC Global, Inc.; and Canal Barge Co., Inc. Phone: 225/562-2727 225-582-3501 FAX: 225/562-2779","Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Chemicals and Related Products | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged M",Convent,St. James,LA,28
MRTIS_0124,NuStar St James,NuStar St James 2,Tank Storage,30.0288944051454,-90.8402838237942,160.0,159.8,"Koch Pipeline Operating, St. James Terminal No. 2 Dock.","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner: Koch Supply and Trading, LP, a subsidiary of Koch Supply and Trading, LP.","Current Operator: Koch Pipeline Operating, LP, a subsidiary of Koch Supply and Trading, LP. Phone: 225/265-2112 Ex 226 FAX: 225/265-2116","Crude Petroleum | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Fertilizers",St. James,St. James,LA,41
MRTIS_0125,NuStar St James,NuStar St James 5,Tank Storage,30.0322974058715,-90.8405108240034,160.0,160.0,"Koch Pipeline Operating, St. James Terminal No. 5 Dock.","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner: Koch Supply and Trading, LP, a subsidiary of Koch Supply and Trading, LP.","Current Operator: Koch Pipeline Operating, LP, a subsidiary of Koch Supply and Trading, LP. Phone: 225/265-2112 Ex 226 FAX: 225/265-2116",Crude Petroleum,St. James,St. James,LA,35
MRTIS_0126,Convent Marine Terminal,Convent Marine Terminal,Bulk Terminal,30.0094834013421,-90.8286588198164,161.0,158.6,"ELMWOOD MARINE SERVICES, CONVENT REPAIR WHARF AND FLEET MOORINGS","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner: AEP-Elmwood, LLC.","Current Operator: Elmwood Marine Services, Inc. Phone: 225/562-3507 FAX: 225/562-7570","Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | Sulphur (Dry), Clay & Salt | Slag | Other",Convent,St. James,LA,39
MRTIS_0127,Occidental Convent,Occidental Convent,Chemical Plant,30.0526814103043,-90.8393218245707,161.0,161.5,"OCCIDENTAL CHEMICAL CORP., CONVENT PLANT WHARF","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: Occidental Chemical Corp. Phone: 225/562-9237/225-562-9200 FAX: 225/562-9241,,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Materia",Convent,St. James,LA,16
MRTIS_0128,Nucor Steel,Nucor Steel,Bulk Plant,30.0653944121332,-90.8668808325548,163.0,163.0,"NUCOR STEEL LOUISIANA, LLC","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: NUCOR STEEL LOUISIANA, LLC Phone: 1-225-331-4000",,,Convent,St. James,LA,24
MRTIS_0129,Zen-Noh,Zen-Noh Grain,Elevator,30.0655504118967,-90.8750588347659,164.0,163.8,ZEN-NOH GRAIN CORP. WHARF.,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: Zen-Noh Grain Corp. Phone: 225/562-3571 FAX: 225/562-5335,,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Materia",Convent,St. James,LA,27
MRTIS_0130,Zen-Noh,Zen-Noh Lower,Elevator,30.0655504118967,-90.8750588347659,164.0,163.8,ZEN-NOH GRAIN CORP. WHARF.,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: Zen-Noh Grain Corp. Phone: 225/562-3571 FAX: 225/562-5335,,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Materia",Convent,St. James,LA,27
MRTIS_0131,Zen-Noh,Zen-Noh Upper,Elevator,30.0655504118967,-90.8750588347659,164.0,163.8,ZEN-NOH GRAIN CORP. WHARF.,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: Zen-Noh Grain Corp. Phone: 225/562-3571 FAX: 225/562-5335,,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Materia",Convent,St. James,LA,27
MRTIS_0132,Americas Styrenics,Americas Styrenics,Chemical Plant,30.0840054146471,-90.9120288455354,167.0,166.6,AMERICAS STYRENICS LLC DEEPWATER ST. JAMES,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Crude Petroleum | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products",St. James,St. James,LA,40
MRTIS_0133,AST Convent Buoys,167 Buoys,Mid-Stream,30.0862054152285,-90.9087658447525,167.0,167.0,ST. JAMES STEVORDORING (LOWER) BUOYS,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,Current Operator: ST. JAMES STEVORDORING (LOWER) BUOYS Mile 167  Phone: 225-562-3919,"Coal,Lignite & Coal Coke | Crude Petroleum | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips",CONVENT,St. James,LA,41
MRTIS_0134,IMC Faustina,IMC Faustina,Chemical Plant,30.0902584159451,-90.913464846196,167.0,166.9,"IMC Phosphates MP, Faustina Plant Ship Wharf.","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: IMC Phosphates MP, Inc. Phone: 225/474-6195 FAX: 225/473-5918",,"Chemicals and Related Products | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material",Lauderdale,St. James,LA,37
MRTIS_0135,Yara Fertilizer,Yara Fertilizer,Bulk Plant,30.0907314162349,-90.9077868446868,167.0,167.0,YARA NORTH AMERICA CONVENT WHARF,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,Current Operator: YARA NORTH AMERICA CONVENT WHARF Phone: 225-562-3919,,Convent,St. James,LA,42
MRTIS_0136,Aramco Convent,Shell Convent 1,Refinery,30.1113954205333,-90.9122258467888,168.0,168.0,SHELL CONVENT REFINERY,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,Current Operator: MOTIVA - CONVENT  Phone: 225-562-7651,"Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals",Convent,St. James,LA,21
MRTIS_0137,Aramco Convent,Shell Convent 2,Refinery,30.1113954205333,-90.9122258467888,168.0,168.0,SHELL CONVENT REFINERY,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,Current Operator: MOTIVA - CONVENT  Phone: 225-562-7651,"Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals",Convent,St. James,LA,21
MRTIS_0138,ABT Burnside Buoys,Burnside Buoys,Mid-Stream,30.1314274246053,-90.9193298495827,169.0,169.0,"IMPALA TERMINALS, BURNSIDE","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,"Current Operator: ORMET PRIMARY ALUMINA CORP., BURNSIDE TERMINALS  Phone: 225-474-3792","Units (Ferried Autos, Passengers, Railway Cars) | Coal,Lignite & Coal Coke | Crude Petroleum | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Pr",Darrow,Ascension,LA,0
MRTIS_0139,ABT Burnside ,Burnside Terminal,Bulk Terminal,30.1328584248513,-90.9211858501457,170.0,169.8,"Impala Terminals, Burnside Terminal Barge Dock and Fleets","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: ORMET Primary Alumina Corp.,"Current Operator: ORMET Primary Alumina Corp., Burnside Bulk Marine Terminal Division. Phone: 225-474-3758 FAX: 225-474-3719",Other Chemicals and Related Products | Non-Ferrous Ores and Scrap,Burnside,Ascension,LA,0
MRTIS_0140,Copper Darrow Buoys,171 Buoys,Mid-Stream,30.1147334199844,-90.9504048572205,172.0,172.0,DARROW PIT,"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: SOUTH LOUISIANA FILL MATERIALS LLC Phone: 225-474-3500,,,DARROW,Ascension,LA,5
MRTIS_0141,Copper Darrow Buoys,172 Buoys,Mid-Stream,30.1147334199844,-90.9504048572205,172.0,172.0,DARROW PIT,"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: SOUTH LOUISIANA FILL MATERIALS LLC Phone: 225-474-3500,,,DARROW,Ascension,LA,5
MRTIS_0142,CFI Donaldsonville,CFI Donaldsonville,Chemical Plant,30.1030654171758,-90.9594458591434,173.0,173.0,"C F INDUSTRIES, DONALDSONVILLE WHARVES","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: C F INDUSTRIES  DONALDSONVILLE   Phone: 225-473-8291,,"Fertilizers | Other Chemicals and Related Products | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others) | Vegetable Products | Animal Feed, Grain Mill Products, Flour, Processed Grains",Donaldsonville,Ascension,LA,5
MRTIS_0143,CFI Donaldsonville ,CFI Donaldsonville 106,Chemical Plant,30.1030654171758,-90.9594458591434,173.0,173.0,"C F INDUSTRIES, DONALDSONVILLE WHARVES","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: C F INDUSTRIES  DONALDSONVILLE   Phone: 225-473-8291,,"Fertilizers | Other Chemicals and Related Products | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others) | Vegetable Products | Animal Feed, Grain Mill Products, Flour, Processed Grains",Donaldsonville,Ascension,LA,5
MRTIS_0144,CFI Donaldsonville 101,CFI Donaldsonville 101,Chemical Plant,30.1029734171681,-90.9590848590421,174.0,173.6,"CF Industries, Donaldsonville Ship Wharf.","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: CF Industries, Inc. Phone: 225-473-0361 FAX: 225-473-0202",,Fertilizers | Other Chemicals and Related Products,Donaldsonville,Ascension,LA,5
MRTIS_0145,Copper Darrow Buoys,175 Buoys,Mid-Stream,30.1038954170133,-90.9697258619481,175.0,175.0,MILE 175  GIWW,,"Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",,,,KAPLAN,Vermilion,LA,0
MRTIS_0146,Copper Darrow Buoys,179 Buoys,Mid-Stream,30.1336524221247,-91.008341873653,180.0,180.0,COOPER DARROW MILE 180,"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: Cooper/T. Smith Stevedoring.,"Current Operator: L & L Fleeting, Inc.; and Darrow Fleeting & Switching, Inc., Subsidiaries of Cooper/T. Smith Stevedoring. Phone: 225-473-4288 FAX: 225-473-6161","Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woo",Darrow,Ascension,LA,0
MRTIS_0147,Copper Darrow Buoys,180 Buoys,Mid-Stream,30.1336524221247,-91.008341873653,180.0,180.0,COOPER DARROW MILE 180,"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: Cooper/T. Smith Stevedoring.,"Current Operator: L & L Fleeting, Inc.; and Darrow Fleeting & Switching, Inc., Subsidiaries of Cooper/T. Smith Stevedoring. Phone: 225-473-4288 FAX: 225-473-6161","Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woo",Darrow,Ascension,LA,0
MRTIS_0148,Shell Geismar,Shell Geismar,Tank Storage,30.1782734317797,-91.0060768750117,183.0,183.2,"SHELL CHEMICAL, L.P., GEISMAR PLANT WHARF","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner: Shell Chemical, LP, Subsidiary of Shell Oil Co.","Current Operator: Shell Chemical, LP. Phone: 225-201-6368 / 225-379-6222 FAX: 225-201-6652","Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock,",Geismar,Ascension,LA,1
MRTIS_0149,Cosmar Carville,Baker Hughes,Chemical Plant,30.1945554347277,-91.0224058801279,184.0,185.0,GEISMAR LA,"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,Other Chemicals and Related Products,GEISMAR,Ascension,LA,1
MRTIS_0150,IMTT ,IMTT Geismar,Tank Storage,30.1874884335575,-91.012052877028,184.0,183.9,INTERNATIONAL-MATEX TANK TERMINALS (IMTT),"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: BASF Corp.,"Current Operator: BASF Corp., Chemicals Division; Vulcan Materials Co.; and Borden Chemical, Inc. Phone: 225-474-2514 / 225-677-8595","Coal,Lignite & Coal Coke | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Chemicals and Related Products | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock,",Geismar,Ascension,LA,1
MRTIS_0151,Crosstex Energy,Crosstex Energy,Tank Storage,30.2104874376433,-91.0373878848668,186.0,186.0,"ENLINK MIDSTREAM OPERATING, LP","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,"Current Operator: ENLINK MIDSTREAM OPERATING, LP Phone: 225-673-6137","Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products",Geismar,Ascension,LA,3
MRTIS_0152,PCS Nitrogen,PCS Nitrogen,Chemical Plant,30.2176724385843,-91.0552888900034,187.0,187.0,"GENERAL ELECTRIC CO., GEISMAR WHARF","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: General Electric Co.,Current Operator: Williams and PCS Nitrogen. Phone: 225-642-2729 FAX: 225-642-3360,"Coal,Lignite & Coal Coke | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Chemicals and Related Products | Fertilizers | Other Che",Geismar,Ascension,LA,12
MRTIS_0153,Total Carville,Total Carville,Chemical Plant,30.2175364380766,-91.0695778938423,188.0,187.9,"ATOFINA PETROCHEMICALS, COS-MAR PLANT WHARF","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: Cos-Mar Co.,Current Operator: Atofina Petrochemicals. Phone: 225-642-5454 | Current Operator: Total Petrochemicals USA  Phone: 225-642-4300,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Fertilizers | Other Chemicals and Related Products | Vegetable Products | Other Agricultural Products; Food and Kindred Products",Carville,Iberville,LA,17
MRTIS_0154,KMI St Gabriel,KMI St Gabriel,Tank Storage,30.2284274383206,-91.1318949110888,198.0,198.2,"KINDER MORGAN, ST. GABRIEL TERMINAL","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: IC OmniModal Terminal Co., Subsidiary of Canadian National/Illinois Central Railroad Phone: 225-642-5516 FAX: 225-642-8301",,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Mat",St. Gabriel,Iberville,LA,20
MRTIS_0155,Willow Glen,Willow Glen,Tank Storage,30.2704394477961,-91.1175019090904,202.0,201.6,"WILLOW GLEN TERMINAL, ST. GABRIEL","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: Entergy Gulf States Utilities Co. Phone: 225-381-5842,,"Crude Petroleum | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",St. Gabriel,Iberville,LA,27
